,RMSE,RMSE,MAE,MAE,CRPS,CRPS,PI90_coverage,PI90_coverage
,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,
gaussian_gru,0.5073823671074167,0.004318445125696005,0.46046197414398193,0.001810336636943223,0.30599724552811797,0.003154628509054509,0.858447488584475,0.24517614171066296
ridge,0.9071579364160525,,0.8099028468132019,,0.6741189928937011,,0.2054794520547945,
tcn,0.5814737899886088,0.09309764006243935,0.5390149354934692,0.09650147577059694,0.3720536668386611,0.08263669238519811,0.6301369863013698,0.19756445345008158
